"Name","PowerState","Notes","Guest","NumCpu","CoresPerSocket","MemoryMB","MemoryGB","VMHostId","VMHost","VApp","FolderId","Folder","ResourcePoolId","ResourcePool","HARestartPriority","HAIsolationResponse","DrsAutomationLevel","VMSwapfilePolicy","VMResourceConfiguration","Version","HardwareVersion","PersistentId","GuestId","UsedSpaceGB","ProvisionedSpaceGB","DatastoreIdList","CreateDate","SEVEnabled","BootDelayMillisecond","MigrationEncryption","MemoryHotAddEnabled","MemoryHotAddIncrement","MemoryHotAddLimit","CpuHotAddEnabled","CpuHotRemoveEnabled","ExtensionData","CustomFields","Id","Uid"
"LCFIIS01 Internet Web Server_replica","PoweredOff","Last backup: [6/9/2025 12:04:50 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFIIS01 Internet Web Server_replica:Microsoft Windows Server 2012 (64-bit)","1","1","3072","3","HostSystem-host-1583","lc2psv-esxi3.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/1000 MemShares:Normal/30720","v11","vmx-11","50328e87-e273-1394-e88c-227a5b400456","windows8Server64Guest","130.55492240004241466522216797","224.39706545230001211166381836","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-24395","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-24395/"
"LCFFAS02 Solid Waste Faster Web-App Server_CDP","PoweredOff","Last backup: [6/10/2025 3:23:29 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod  3am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFFAS02 Solid Waste Faster Web-App Server_CDP:Microsoft Windows Server 2016 (64-bit)","2","1","16384","16","HostSystem-host-20201","lc2psv-esxi8.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/163840","v11","vmx-11","50322eda-3aca-5fa3-7801-d062b0fcabc2","windows9Server64Guest","81.26173757947981357574462891","298.16586164664477109909057618","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-267617","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-267617/"
"LCFVSP00 Vcenter Server_replica","PoweredOff","VMware vCenter Server Appliance
Last backup: [7/6/2024 6:39:30 PM]; Veeam server: [Veeam]; Job: [EOC vCenter Backup]; Repository: [veeamproxy02.lee-county-fl.gov]","LCFVSP00 Vcenter Server_replica:","16","1","49152","48","HostSystem-host-20201","lc2psv-esxi8.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:High/32000 MemShares:High/983040","v10","vmx-10","50321858-5bf9-77bc-1e6a-9f64ad7aa150","other3xLinux64Guest","0.0127483895048499107360839844","1097.1475126100704073905944824","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","True",,,"True","True","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-40659","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-40659/"
"LC1PVM-TENABLE_CDP","PoweredOff","Last backup: [6/10/2025 12:13:08 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LC1PVM-TENABLE_CDP:Microsoft Windows 10 (64-bit)","2","1","8192","8","HostSystem-host-8714","lc2psv-esxi4.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/81920","v11","vmx-11","503220ff-a6bd-73bf-f964-889909f477bb","windows9_64Guest","43.346161941066384315490722656","132.21028442587703466415405274","System.String[]","4/15/2024 6:42:17 PM","False","0","Opportunistic","True",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-211586","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-211586/"
"LCFPDQ01 PDQ Deploy Central_CDP","PoweredOff","Last backup: [6/10/2025 3:23:48 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod  3am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFPDQ01 PDQ Deploy Central_CDP:Microsoft Windows 10 (64-bit)","8","4","16384","16","HostSystem-host-8716","lc2psv-esxi5.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/8000 MemShares:Normal/163840","v11","vmx-11","5032e3a2-ec70-8c4d-d27d-40445335e86f","windows9_64Guest","258.04000927135348320007324219","649.91496372316032648086547852","System.String[]","6/7/2023 2:03:18 PM","False","0","Opportunistic","True",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-211532","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-211532/"
"LCFTSS01 Thycotic Secret Server Password Vault_CDP","PoweredOff","Updated 4-21-2021
Last backup: [6/10/2025 12:04:09 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFTSS01 Thycotic Secret Server Password Vault_CDP:Microsoft Windows Server 2016 (64-bit)","2","2","16384","16","HostSystem-host-8716","lc2psv-esxi5.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/163840","v11","vmx-11","5032e53e-6336-d547-3e80-7489f98a4802","windows9Server64Guest","109.10033996403217315673828125","225.96446316782385110855102539","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-212813","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-212813/"
"LC1PVM-BoxIMS_replica","PoweredOff","Currently not being replicated or backed up until vSpere Upgrade is complete.
Copy of Windows Server 2019 Standard Template created on 8/16/21
Last backup: [6/9/2025 12:28:15 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LC1PVM-BoxIMS_replica:Microsoft Windows Server 2016 (64-bit)","4","1","16384","16","HostSystem-host-8714","lc2psv-esxi4.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/163840","v14","vmx-14","5032a2e8-a8c7-593c-7ccf-0817d42bc11c","windows9Server64Guest","27.288626654073596000671386719","274.15373428259044885635375977","System.String[]","5/6/2024 3:35:15 PM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-330291","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-330291/"
"LCFLIC03 GIS License Server_CDP","PoweredOff","GIS
Contact- Hunter Wynne\Amy Hoyt
JWS 04-16-21 windows updates applied
Last backup: [6/10/2025 12:04:10 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFLIC03 GIS License Server_CDP:Microsoft Windows Server 2012 (64-bit)","1","1","4096","4","HostSystem-host-1583","lc2psv-esxi3.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/1000 MemShares:Normal/40960","v11","vmx-11","5032b170-4a88-a6a7-7c5c-bc63131bc4cf","windows8Server64Guest","88.94217299018055200576782227","173.84433300606906414031982422","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-211497","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-211497/"
"LCFQBE01 Quickbooks Enterprise Server_CDP","PoweredOff","Updated- 1-29-15
Last backup: [6/10/2025 12:04:39 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFQBE01 Quickbooks Enterprise Server_CDP:Microsoft Windows Server 2012 (64-bit)","2","1","4096","4","HostSystem-host-20201","lc2psv-esxi8.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v11","vmx-11","5032dce2-940e-ed90-f3d9-12cfb0b7fb98","windows8Server64Guest","173.29706401098519563674926758","288.16118709743022918701171875","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","True",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-211585","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-211585/"
"LCFGIS30 ArcGIS Map Server_replica","PoweredOff","Last backup: [6/8/2025 12:14:49 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFGIS30 ArcGIS Map Server_replica:Microsoft Windows Server 2016 (64-bit)","11","1","49152","48","HostSystem-host-2254","lc2psv-esxi1.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/11000 MemShares:Normal/491520","v11","vmx-11","50322d16-37d0-6ce0-4eac-7dd259936994","windows9Server64Guest","70.897506001405417919158935547","219.75929266121238470077514649","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-329625","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-329625/"
"LCFSUS03 (WSUS Server for Servers)_CDP","PoweredOff","Last backup: [6/10/2025 12:04:15 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFSUS03 (WSUS Server for Servers)_CDP:Microsoft Windows Server 2016 (64-bit)","4","2","16384","16","HostSystem-host-20201","lc2psv-esxi8.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/163840","v11","vmx-11","50329220-e4e7-d805-19ad-053ffdeeae24","windows9Server64Guest","751.29474084638059139251708984","1268.1427933210507035255432129","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-212830","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-212830/"
"LCFGIS32 ArcGIS Image Server_CDP","PoweredOff","Last backup: [6/10/2025 3:23:34 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod  3am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFGIS32 ArcGIS Image Server_CDP:Microsoft Windows Server 2016 (64-bit)","4","1","24576","24","HostSystem-host-1583","lc2psv-esxi3.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/163840","v11","vmx-11","5032abf6-2394-3f62-bed5-13e2ee18467e","windows9Server64Guest","206.03408475965261459350585938","430.88213748484849929809570313","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","True",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-211493","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-211493/"
"Automation_replica","PoweredOff","Last backup: [6/9/2025 1:22:42 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","Automation_replica:Microsoft Windows Server 2016 (64-bit)","2","1","24576","24","HostSystem-host-1578","lc2psv-esxi2.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/245760","v11","vmx-11","503271cb-370a-95da-26c1-074a086b567b","windows9Server64Guest","74.226736780256032943725585938","699.08986617065966129302978516","System.String[]","5/23/2022 4:50:38 PM","False","0","Opportunistic","True",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-330442","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-330442/"
"SRVTEAM2_CDP","PoweredOff","Last backup: [6/9/2025 6:05:02 PM]; Veeam server: [LC2PVM-VEEAM]; Job: [NonProd 6pm Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","SRVTEAM2_CDP:Microsoft Windows Server 2016 (64-bit)","4","2","16384","16","HostSystem-host-2254","lc2psv-esxi1.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/163840","v14","vmx-14","5032c68b-4845-afec-886d-894fd58449c4","windows9Server64Guest","58.853492438793182373046875","155.72154401428997516632080078","System.String[]","4/28/2023 1:01:32 PM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-269237","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-269237/"
"LCFPDX02 ProjectDox App_replica","PoweredOff","Updated: 4/14/21
Last backup: [6/9/2025 12:38:01 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFPDX02 ProjectDox App_replica:Microsoft Windows Server 2012 (64-bit)","4","4","16384","16","HostSystem-host-8714","lc2psv-esxi4.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/163840","v11","vmx-11","503270b4-40c2-e5db-de3b-c84d358ea0a4","windows8Server64Guest","343.43969162553548812866210938","860.3067550230771303176879883","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-24514","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-24514/"
"LCFGIS22 ArcGIS Web Adaptor IIS_CDP","PoweredOff","Last backup: [6/10/2025 12:07:32 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFGIS22 ArcGIS Web Adaptor IIS_CDP:Microsoft Windows Server 2016 (64-bit)","2","1","8192","8","HostSystem-host-1578","lc2psv-esxi2.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/81920","v11","vmx-11","50322fdc-f9b1-17d7-ce5c-592bac876158","windows9Server64Guest","85.60051839239895343780517578","194.44464057870209217071533203","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-211511","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-211511/"
"LCFKAN01 Kantech Main Server_CDP","PoweredOff","JWS 04-13-21 Applied Windows Updates
Updated- 1-29-15
Last backup: [6/10/2025 12:04:20 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFKAN01 Kantech Main Server_CDP:Microsoft Windows Server 2012 (64-bit)","2","2","8192","8","HostSystem-host-20198","lc2psv-esxi7.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/81920","v11","vmx-11","503214cd-ab42-04ca-c6d0-8269ee4458ab","windows8Server64Guest","187.6652216194197535514831543","396.52934422995895147323608399","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-269912","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-269912/"
"LCFHVS01 Human and Veteran Services Web Server 01_CDP","PoweredOff","Last backup: [6/10/2025 1:05:48 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFHVS01 Human and Veteran Services Web Server 01_CDP:Microsoft Windows Server 2016 (64-bit)","2","2","8192","8","HostSystem-host-2254","lc2psv-esxi1.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/81920","v11","vmx-11","50326973-e48b-ae4e-c0e9-5f486e121082","windows9Server64Guest","46.488296457566320896148681641","105.33241886459290981292724609","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-269914","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-269914/"
"LCFZOL01 Zoll Public Safety SQL Server_CDP","PoweredOff","Last backup: [6/10/2025 12:17:47 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFZOL01 Zoll Public Safety SQL Server_CDP:Microsoft Windows Server 2016 (64-bit)","2","1","6144","6","HostSystem-host-1578","lc2psv-esxi2.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/61440","v11","vmx-11","5032c68e-39eb-78b6-36ea-b76cbad012ba","windows9Server64Guest","80.99318257905542850494384766","317.85442434623837471008300782","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-277215","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-277215/"
"LCFCLV05 Clever Reports Server_replica","PoweredOff","Last backup: [6/9/2025 3:12:55 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod  3am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFCLV05 Clever Reports Server_replica:Microsoft Windows Server 2016 (64-bit)","4","1","16384","16","HostSystem-host-20198","lc2psv-esxi7.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/163840","v11","vmx-11","5032b77c-af47-64ca-c29e-0b28319eca8b","windows9Server64Guest","21.913141634315252304077148438","218.78117677941918373107910156","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-330376","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-330376/"
"LCFKAN07 Kantech State Health Department_replica","PoweredOff","Last backup: [6/4/2025 3:10:34 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod  3am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFKAN07 Kantech State Health Department_replica:Microsoft Windows 10 (64-bit)","2","1","4096","4","HostSystem-host-1583","lc2psv-esxi3.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v11","vmx-11","503216f2-d963-78ba-1f3c-68ef3505f305","windows9_64Guest","75.783485562540590763092041016","160.64759390149265527725219727","System.String[]","5/3/2023 7:46:00 PM","False","0","Opportunistic","True",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-14950","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-14950/"
"EMSGPSTrackSQL_replica","PoweredOff","Last backup: [6/1/2025 3:11:49 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod  3am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","EMSGPSTrackSQL_replica:Microsoft Windows 10 (64-bit)","4","2","16384","16","HostSystem-host-1583","lc2psv-esxi3.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/163840","v11","vmx-11","5032053b-831e-3f7a-9c70-dc992d4a17a1","windows9_64Guest","248.29801872558891773223876953","525.20313886646181344985961914","System.String[]","3/31/2022 3:52:29 PM","False","0","Opportunistic","True",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-15127","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-15127/"
"HachWIMS_CDP","PoweredOff","Last backup: [6/10/2025 12:04:31 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","HachWIMS_CDP:Microsoft Windows 10 (64-bit)","2","1","6144","6","HostSystem-host-20201","lc2psv-esxi8.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/61440","v11","vmx-11","5032136c-5dd1-3abf-bf54-5fe49e52cc53","windows9_64Guest","54.090309881605207920074462891","140.95443229936063289642333984","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","True",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-269916","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-269916/"
"LCFCFS01 Public Safety Coldfusion Server_replica","PoweredOff","Last backup: [5/28/2025 3:06:32 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod  3am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFCFS01 Public Safety Coldfusion Server_replica:Microsoft Windows 10 (64-bit)","2","1","8192","8","HostSystem-host-1578","lc2psv-esxi2.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/81920","v11","vmx-11","50328b1f-6bb4-5976-596f-bda509b2357f","windows9_64Guest","279.77235250547528266906738281","478.63646153546869754791259765","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","True",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-93160","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-93160/"
